handle	kind	old_id	new_id	old_path	new_path	title
tihaj	DI	DI-007-20260412-230000	DI-tihaj	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260412-230000	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-tihaj	Add a Codespaces parity harness (`examples/decomk-selftest/codespaces/run.sh`) that creates a fresh Codespace from the pushed branch under test, injects stage-0 URI env vars, runs production stage-0 bootstrap script, validates fixture PASS/FAIL markers and stamp checks, and then tears down the Codespace by default.
sovif	DI	DI-007-20260413-000500	DI-sovif	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-000500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-sovif	Make Codespaces parity harness self-contained by defaulting config source to an auto-generated fixture git repo inside the Codespace, while retaining optional `--conf-uri` override for external fixture repos.
hizim	DI	DI-007-20260413-011500	DI-hizim	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-011500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-hizim	Move Codespaces harness devcontainer config under `.devcontainer/` for API compatibility, and default harness creates to a non-interactive machine type (`basicLinux32gb`) with an explicit `--machine` override.
monag	DI	DI-007-20260413-014500	DI-monag	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-014500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-monag	Auto-resolve Codespaces machine type from the account-allowed machine list when `--machine` is unset (preferring `basicLinux32gb` when available), while retaining explicit `--machine` override with validation.
fanih	DI	DI-007-20260413-040500	DI-fanih	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-040500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-fanih	Resolve Codespaces machine choices from repo-scoped machine API first (`repos/<owner>/<repo>/codespaces/machines`), fall back to legacy user-scoped API when available, and fail fast instead of propagating API error payloads into `--machine`.
pizih	DI	DI-007-20260413-043500	DI-pizih	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-043500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-pizih	Add progress output (dot ticks with periodic elapsed time) during Codespaces discovery and SSH readiness wait loops.
tivik	DI	DI-007-20260413-051500	DI-tivik	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-051500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-tivik	Require SSH server availability in the Codespaces selftest devcontainer by enabling `ghcr.io/devcontainers/features/sshd:1`, and surface an explicit harness error hint when SSH readiness does not come up.
vavis	DI	DI-007-20260413-053500	DI-vavis	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260413-053500	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-vavis	Reuse stage-0 environment roots (`DECOMK_HOME`, `DECOMK_LOG_DIR`) for all post-bootstrap `decomk run` checks in the Codespaces harness.
nopak	DI	DI-007-20260416-031409	DI-nopak	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260416-031409	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-nopak	Keep the near-term self-hosting plan on stock DevPod/Codespaces behavior, and defer any fork/wrapper work (DevPod or devcontainer reference CLI adaptation to emulate prebuild lifecycle hooks via build+up+snapshot) to a later migration phase.
mutuk	DI	DI-007-20260417-135300	DI-mutuk	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260417-135300	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-mutuk	Track image freeze/parity implementation in dedicated TODO 011 and `doc/image-management.md`, while keeping TODO 007 focused on migration sequencing and provider/platform operations.
sakuz	DI	DI-007-20260423-180202	DI-sakuz	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260423-180202	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-sakuz	Emit explicit stage-0 and make identity markers (`uid`/`user`) in selftest flows and assert them in both DevPod and Codespaces harnesses.
movab	DI	DI-007-20260424-200248	DI-movab	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260424-200248	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-movab	Update selftest identity assertions to require root execution for both stage-0 and make after stage-0 self-escalates.
nimok	DI	DI-007-20260424-211213	DI-nimok	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260424-211213	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-nimok	Switch Codespaces selftest base image from `golang:1.24-bookworm` to `ubuntu:24.04` and install required bootstrap/runtime tools with apt (`golang-go`, `make`, `git`, `sudo`, `ca-certificates`).
numon	DI	DI-007-20260424-212300	DI-numon	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260424-212300	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-numon	Pin the Codespaces selftest base image to `mcr.microsoft.com/devcontainers/base:ubuntu-24.04` (not plain `ubuntu:24.04`) and continue explicit apt installation of required bootstrap/runtime tools.
pavak	DI	DI-007-20260424-212555	DI-pavak	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260424-212555	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-pavak	Make the Codespaces selftest Dockerfile idempotent on `mcr.microsoft.com/devcontainers/base:ubuntu-24.04` by reusing or renaming the pre-existing `uid 1000` user to `dev` instead of blindly creating a new `dev` user.
fopom	DI	DI-007-20260424-215415	DI-fopom	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260424-215415	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-fopom	Keep the Codespaces selftest Dockerfile on `mcr.microsoft.com/devcontainers/base:ubuntu-24.04` with explicit tool installs, and enforce one identity contract: `dev` must be uid `1000`; when uid `1000` belongs to another user, rename that user/group to `dev`; fail when `dev` already exists with a non-1000 uid.
gokuv	DI	DI-007-20260424-221008	DI-gokuv	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260424-221008	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-gokuv	Export `DECOMK_REMOTE_USER`/`DECOMK_REMOTE_UID` from in-codespace `id -un`/`id -u` in the Codespaces selftest harness before every stage-0 invocation.
husoz	DI	DI-007-20260425-110755	DI-husoz	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260425-110755	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-husoz	Simplify the Codespaces selftest identity contract by removing harness runtime exports of `DECOMK_REMOTE_USER`/`DECOMK_REMOTE_UID`, setting those values in the selftest image with Dockerfile `ENV`, and letting the selftest devcontainer rely on image-default remote user selection.
sodoz	DI	DI-007-20260425-111219	DI-sodoz	TODO/007-devpod-gcp-selfhost-migration.md#DI-007-20260425-111219	TODO/TODO-fuviv-devpod-gcp-selfhost-migration.md#DI-sodoz	Defer all `examples/decomk-selftest/devpod-local/*` identity-source alignment changes until upstream issue `https://github.com/skevetter/devpod/issues/746` is fixed.
golak	DI	DI-008-20260412-122157	DI-golak	TODO/008-no-silent-failures.md#DI-008-20260412-122157	TODO/TODO-gamuz-no-silent-failures.md#DI-golak	Ban silent failure patterns in decomk scripts and Go code by removing `|| true`, removing explicit ignored Go errors (`_ = ...`), and adding automated verify gates.
kabut	DI	DI-009-20260413-232813	DI-kabut	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260413-232813	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-kabut	Add an experimental `examples/phase-eval` harness (plus `.devcontainer/phase-eval` config) that measures actual hook execution and `GITHUB_USER` availability across `devpod build`, `devpod up`, and Codespaces paths, and emits JSON + raw artifacts under `/tmp`.
pavab	DI	DI-009-20260415-081608	DI-pavab	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260415-081608	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-pavab	Sanitize generated DevPod workspace IDs in `examples/phase-eval/run.sh` so uppercase run-id fragments cannot violate DevPod naming constraints.
kumil	DI	DI-009-20260415-081704	DI-kumil	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260415-081704	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-kumil	Make DevPod provider selection in phase-eval prefer read-only detection (`devpod provider list`) before attempting `provider use/add` writes.
mudub	DI	DI-009-20260415-182045	DI-mudub	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260415-182045	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-mudub	Treat skipped or inconclusive phase-eval scenarios as failures by returning non-zero status for requested platforms, including Codespaces auth/prebuild-create gaps.
hizip	DI	DI-009-20260415-182210	DI-hizip	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260415-182210	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-hizip	Add explicit Codespaces remote-devcontainer prechecks and capture prebuild-workflow discovery output via `run_capture` so evaluation failures are immediately diagnosable from artifacts.
dapom	DI	DI-009-20260415-182322	DI-dapom	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260415-182322	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-dapom	Add explicit Codespaces prebuild workflow trigger/wait/log capture in `examples/phase-eval/run.sh`, and record hook evidence from prebuild logs separately from codespace-create logs.
zovid	DI	DI-009-20260416-154702	DI-zovid	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260416-154702	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-zovid	Cross-link phase-eval findings to the deferred self-hosting runtime-adaptation decision tracked in TODO 007.14.
jahoj	DI	DI-009-20260416-222400	DI-jahoj	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260416-222400	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-jahoj	Close the lifecycle spike with an explicit contract: `updateContentCommand` is the prebuild/common phase, `postCreateCommand` is the runtime/user phase, and `GITHUB_USER` is treated as runtime-only user identity data.
dopap	DI	DI-009-20260417-030759	DI-dopap	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260417-030759	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-dopap	Add phase-persistent hook artifacts and strict Codespaces sequencing checks in the phase-eval harness so we can prove prebuild hook execution separately from first-boot hook execution.
vufif	DI	DI-009-20260417-031847	DI-vufif	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260417-031847	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-vufif	Replace explicit `gh workflow run` dispatch for Codespaces prebuilds with polling/watching the push-triggered prebuild workflow run for `origin/<branch>` head SHA, and fix remote devcontainer existence checks to use GET semantics.
fobum	DI	DI-009-20260418-130656	DI-fobum	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260418-130656	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-fobum	Add devcontainer CLI as a first-class phase-eval platform with two evidence-checked runs (`devcontainer up --prebuild` and `devcontainer up`), and rename the aggregate selector from `both` to `all` (no compatibility alias).
jazut	DI	DI-009-20260418-135200	DI-jazut	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260418-135200	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-jazut	Add `onCreate` lifecycle evidence capture to phase-eval across devcontainer, DevPod, and Codespaces by wiring `onCreateCommand` in the eval devcontainer config and emitting per-scenario `onCreate_seen` fields in `summary.json`.
nikon	DI	DI-009-20260418-140800	DI-nikon	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260418-140800	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-nikon	Fix phase-eval hook extraction to capture embedded `PHASE_EVAL_EVENT|...` payloads from prefixed logs, update Codespaces phase bucketing so `onCreate`+`updateContent` remain classified as prebuild before the prebuild marker exists, and emit `user_nonempty` alongside `github_user_nonempty` for each scenario.
fitis	DI	DI-009-20260419-100900	DI-fitis	TODO/009-phase-eval-lifecycle-spike.md#DI-009-20260419-100900	TODO/TODO-dahuk-phase-eval-lifecycle-spike.md#DI-fitis	Promote `/tmp/decomk-phase-eval.20260419T014758Z-3468588/summary.json` as canonical lifecycle evidence and update TODO 009 conclusions to include `onCreate` coverage plus dual identity signals (`GITHUB_USER`, `USER`) per phase/platform.
pikah	DI	DI-010-20260417-104109	DI-pikah	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260417-104109	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-pikah	Model build profiles as separate devcontainer trees (`.devcontainer/BlockXX/`) where each tree contains its own `devcontainer.json` and `Dockerfile`, then select the desired profile by choosing that `devcontainer.json` in Codespaces prebuild configuration.
zumav	DI	DI-010-20260417-135400	DI-zumav	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260417-135400	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-zumav	Track block profile/path selection in TODO 010, while moving freeze/parity implementation and acceptance-gate details to TODO 011 and `doc/image-management.md`.
fuzis	DI	DI-010-20260419-124830	DI-fuzis	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260419-124830	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-fuzis	Drive TODO 010 execution with plain-English user stories for both DevOps engineer and Dev team member personas; defer Gherkin conversion.
ritos	DI	DI-010-20260419-130112	DI-ritos	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260419-130112	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-ritos	Replace short user-story bullets with day-in-the-life narratives for both DevOps engineer and dev team member personas in TODO 010.
tidal	DI	DI-010-20260419-141822	DI-tidal	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260419-141822	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-tidal	Align TODO 010 with speed-first single-path checkpoint design by referencing TODO 011 as `single-path checkpoints` and focusing profile selection on reducing prebuild/first-boot time through block progression.
kojan	DI	DI-010-20260420-160634	DI-kojan	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260420-160634	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-kojan	Treat `.devcontainer/BlockXX/` subdirectories as a considered alternative that is rejected for now; use one canonical `.devcontainer/devcontainer.json` per repo and commit explicit edits when selector policy changes.
midir	DI	DI-010-20260420-215954	DI-midir	TODO/010-codespaces-block-prebuild-profiles.md#DI-010-20260420-215954	TODO/TODO-topan-codespaces-block-prebuild-profiles.md#DI-midir	Close TODO 010 via documentation by standardizing producer/consumer selector policy, maintainer workflow, and channel-follow validation evidence around the finalized TODO 011 progression (`candidate -> immutable/testing -> external test -> stable`).
bobid	DI	DI-011-20260417-135200	DI-bobid	TODO/011-single-path-checkpoints.md#DI-011-20260417-135200	TODO/TODO-luvov-single-path-checkpoints.md#DI-bobid	Adopt Option 2 (controlled local/CI freeze pipeline) as the active image-management path for decomk blocks, and explicitly track parity verification against Codespaces prebuild behavior.
palak	DI	DI-011-20260418-115406	DI-palak	TODO/011-single-path-checkpoints.md#DI-011-20260418-115406	TODO/TODO-luvov-single-path-checkpoints.md#DI-palak	Implement TODO 011.3 as a first-class `decomk checkpoint` subcommand (not an external script), using existing decomk CLI structure (`main.go` switch + `flag.FlagSet`) and running prebuild/common lifecycle via `devcontainer up --prebuild` before checkpointing with Docker.
gukuz	DI	DI-011-20260419-124830	DI-gukuz	TODO/011-single-path-checkpoints.md#DI-011-20260419-124830	TODO/TODO-luvov-single-path-checkpoints.md#DI-gukuz	Drive TODO 011 execution with plain-English user stories for both DevOps engineer and Dev team member personas; defer Gherkin conversion.
tavaf	DI	DI-011-20260419-130112	DI-tavaf	TODO/011-single-path-checkpoints.md#DI-011-20260419-130112	TODO/TODO-luvov-single-path-checkpoints.md#DI-tavaf	Replace short user-story bullets with day-in-the-life narratives for both DevOps engineer and dev team member personas in TODO 011.
zitas	DI	DI-011-20260419-141822	DI-zitas	TODO/011-single-path-checkpoints.md#DI-011-20260419-141822	TODO/TODO-luvov-single-path-checkpoints.md#DI-zitas	Reframe TODO 011 around a speed-only objective and single-path checkpoints: use the same `updateContent -> decomk run` path for both prebuilds and checkpoint image builds, and remove parity-comparator/proof-model work from active scope.
hanuk	DI	DI-011-20260420-160634	DI-hanuk	TODO/011-single-path-checkpoints.md#DI-011-20260420-160634	TODO/TODO-luvov-single-path-checkpoints.md#DI-hanuk	Split checkpoint lifecycle into explicit `build`, `push`, and `tag` subcommands with an external/manual test gate between `push` and stable-tag movement; keep source/tag inputs positional and require explicit `-m` to move existing tags.
kalab	DI	DI-011-20260420-162554	DI-kalab	TODO/011-single-path-checkpoints.md#DI-011-20260420-162554	TODO/TODO-luvov-single-path-checkpoints.md#DI-kalab	Implement `decomk checkpoint build|push|tag` as first-class CLI subcommands with JSON output, default fail-on-existing-tag semantics, explicit `-m` tag-move override, source resolution via inspect-then-pull fallback, and default checkpoint-container cleanup with `--keep-container` diagnostics escape hatch.
bavis	DI	DI-011-20260420-184053	DI-bavis	TODO/011-single-path-checkpoints.md#DI-011-20260420-184053	TODO/TODO-luvov-single-path-checkpoints.md#DI-bavis	Complete TODO 011.7 as documentation-only by defining a canonical operator/CI handoff contract (narrative + command templates + artifact contract) for `build -> push -> external test -> tag`, and explicitly defer 011.4, 011.6, and 011.8.
matar	DI	DI-011-20260420-214106	DI-matar	TODO/011-single-path-checkpoints.md#DI-011-20260420-214106	TODO/TODO-luvov-single-path-checkpoints.md#DI-matar	Defer TODO 011.5 deterministic pinning checks in the current phase, alongside already-deferred 011.4/011.6/011.8.
rahip	DI	DI-011-20260420-214841	DI-rahip	TODO/011-single-path-checkpoints.md#DI-011-20260420-214841	TODO/TODO-luvov-single-path-checkpoints.md#DI-rahip	Define 011.1 as a documented canonical single-path contract now, and replace 011.2's old block-base wording with channel/pin progression (`candidate -> immutable+testing/unstable -> external test -> stable move`) as the active rollout method.
nazof	DI	DI-011-20260420-215113	DI-nazof	TODO/011-single-path-checkpoints.md#DI-011-20260420-215113	TODO/TODO-luvov-single-path-checkpoints.md#DI-nazof	Close TODO 011.2 by adopting channel/pin progression as the canonical checkpoint rollout method and recording explicit operator handoff points for each stage.
tonal	DI	DI-011-20260424-160516	DI-tonal	TODO/011-single-path-checkpoints.md#DI-011-20260424-160516	TODO/TODO-luvov-single-path-checkpoints.md#DI-tonal	Make `decomk checkpoint build` verbose by default for devcontainer lifecycle logs, and add `-q` to suppress those logs.
kolun	DI	DI-012-20260421-221834	DI-kolun	TODO/012-mob-sandbox-pilot.md#DI-012-20260421-221834	TODO/TODO-dobup-mob-sandbox-pilot.md#DI-kolun	Use this TODO as the authoritative cross-repo execution checklist for TODO `001.8`, with each task labeled by the repository where it must be performed.
loliv	DI	DI-012-20260422-102409	DI-loliv	TODO/012-mob-sandbox-pilot.md#DI-012-20260422-102409	TODO/TODO-dobup-mob-sandbox-pilot.md#DI-loliv	Expand TODO 012 from a high-level checklist into a command-level runbook with exact shell commands and renumbered steps, including explicit `gh codespace` create/ssh/stop/delete commands.
gokom	DI	DI-012-20260423-045339	DI-gokom	TODO/012-mob-sandbox-pilot.md#DI-012-20260423-045339	TODO/TODO-dobup-mob-sandbox-pilot.md#DI-gokom	Add a first-class stage-0 failure policy (`DECOMK_FAIL_NOBOOT`) that defaults to continue-boot behavior, records deterministic marker/log artifacts under `DECOMK_HOME`, and emits MOTD hints (or a fallback hint file) when stage-0 fails.
hikil	DI	DI-013-20260422-110500	DI-hikil	TODO/013-conf-repo-init-scaffolding.md#DI-013-20260422-110500	TODO/TODO-rufiz-conf-repo-init-scaffolding.md#DI-hikil	Add a first-class `decomk init-conf` command that scaffolds a shared config repo from embedded templates, including a starter `.devcontainer` producer tree, with strict non-overwrite behavior matching `decomk init`.
hogin	DI	DI-013-20260422-143000	DI-hogin	TODO/013-conf-repo-init-scaffolding.md#DI-013-20260422-143000	TODO/TODO-rufiz-conf-repo-init-scaffolding.md#DI-hogin	Close TODO 013 by wiring conf-repo generated-file drift checks into `make check-generated` and updating README onboarding/CLI/safety documentation to treat `decomk init-conf` as the primary shared-conf bootstrap path.
migil	DI	DI-013-20260424-190504	DI-migil	TODO/013-conf-repo-init-scaffolding.md#DI-013-20260424-190504	TODO/TODO-rufiz-conf-repo-init-scaffolding.md#DI-migil	Replace standalone `decomk init-conf` with `decomk init -conf`, and keep conf-repo producer scaffolding behavior unchanged except for explicit dev user/UID prompting and metadata output used by consumer init.
gihun	DI	DI-014-20260423-201731	DI-gihun	TODO/014-apt-package-retention-strategy.md#DI-014-20260423-201731	TODO/TODO-hunit-apt-package-retention-strategy.md#DI-gihun	Treat apt package version pinning alone as insufficient for deterministic rebuilds because pinned versions can age out of upstream apt servers; run a bakeoff between a managed mirror/snapshot path and resurrecting `~/lab/apt-tar/`.
kofim	DI	DI-015-20260424-093505	DI-kofim	TODO/015-mob-sandbox-prebuild-var-perms-via-checkpoint-image.md#DI-015-20260424-093505	TODO/TODO-hukuv-mob-sandbox-prebuild-var-perms-via-checkpoint-image.md#DI-kofim	Keep decomk canonical state/log roots under `/var/decomk` and `/var/log/decomk`, do not apply interim mob-sandbox-only workarounds, and instead unblock prebuild by validating `decomk checkpoint build` on the producer path, publishing checkpoint tags to `ghcr.io/ciwg/decomk-conf-cswg`, then updating mob-sandbox to consume that image.
fazub	DI	DI-016-20260427-200729	DI-fazub	TODO/016-consumer-init-minimal-template-and-image-source.md#DI-016-20260427-200729	TODO/TODO-danih-consumer-init-minimal-template-and-image-source.md#DI-fazub	"Keep producer-only legacy flags recognized in `decomk init` but treat them as misuse in image-consumer mode: fail with per-flag message `-<flag> is only valid with -conf`, print normal init usage, and report the first offending flag in deterministic order. Keep Go's flat flag list and prepend a detailed mode note using ""image producer"" / ""image consumer"" terminology, including that the image producer repo is usually the conf repo."
tosuk	DI	DI-016-20260428-024605	DI-tosuk	TODO/016-consumer-init-minimal-template-and-image-source.md#DI-016-20260428-024605	TODO/TODO-danih-consumer-init-minimal-template-and-image-source.md#DI-tosuk	Redesign consumer `decomk init` so generated consumer `.devcontainer/devcontainer.json` contains only `name` and `image`, add consumer-facing `-conf-url` (HTTP URL) for image derivation via producer repo lookup, replace legacy consumer env prompts/flags with hard errors, and implement an explicit interactive source-selection menu for image acquisition.
zajub	DI	DI-016-20260515-082832	DI-zajub	TODO/016-consumer-init-minimal-template-and-image-source.md#DI-016-20260515-082832	TODO/TODO-danih-consumer-init-minimal-template-and-image-source.md#DI-zajub	Treat a consumer repo's selected checkpoint image as the authority for embedded decomk lifecycle metadata, including stage-0 hook commands and the image metadata values for `DECOMK_TOOL_URI` and `DECOMK_CONF_URI`.
hokan	DI	DI-017-20260507-133819	DI-hokan	TODO/017-channel-branch-rendering-and-promotion.md#DI-017-20260507-133819	TODO/TODO-punab-channel-branch-rendering-and-promotion.md#DI-hokan	Add a first-class `decomk branch render` command that reads a repo-local `.decomk/channels.json` registry, selects a channel from the current git branch or an explicit flag, renders `.devcontainer/devcontainer.json`, and supports `-check` for stale-render detection.
kalih	DI	DI-018-20260507-153000	DI-kalih	TODO/018-rendered-devcontainer-comment-preservation.md#DI-018-20260507-153000	TODO/TODO-dajos-rendered-devcontainer-comment-preservation.md#DI-kalih	Add registry-owned generated-field comments to `decomk branch render` using a `devcontainer.comments` registry field keyed by rendered top-level devcontainer field name.
hikit	DI	DI-018-20260507-204852	DI-hikit	TODO/018-rendered-devcontainer-comment-preservation.md#DI-018-20260507-204852	TODO/TODO-dajos-rendered-devcontainer-comment-preservation.md#DI-hikit	Implement `devcontainer.comments` with `github.com/tailscale/hujson` AST mutation, preserve the current rendered layout, validate comment keys against the selected channel's actual rendered top-level fields, and update module metadata only via `go mod tidy`.
lutuj	DI	DI-018-20260507-210842	DI-lutuj	TODO/018-rendered-devcontainer-comment-preservation.md#DI-018-20260507-210842	TODO/TODO-dajos-rendered-devcontainer-comment-preservation.md#DI-lutuj	Keep the hujson-required Go minimum at the first patch-qualified Go 1.23 release by setting the module directive to `go 1.23.0`.
fisof	DI	DI-019-20260510-111726	DI-fisof	TODO/019-image-owned-go-toolchain.md#DI-019-20260510-111726	TODO/TODO-vimoj-image-owned-go-toolchain.md#DI-fisof	Make decomk-owned bootstrap images responsible for selecting and constraining the Go toolchain, including image-level `GOTOOLCHAIN=local`, while stage0 only consumes the image-provided `go`.
divaf	DI	DI-019-20260510-112226	DI-divaf	TODO/019-image-owned-go-toolchain.md#DI-019-20260510-112226	TODO/TODO-vimoj-image-owned-go-toolchain.md#DI-divaf	Supersede the narrow TODO 018 toolchain-name mitigation with image-owned Go 1.23 package selection and image-level `GOTOOLCHAIN=local`.
fudok	DI	DI-019-20260510-113632	DI-fudok	TODO/019-image-owned-go-toolchain.md#DI-019-20260510-113632	TODO/TODO-vimoj-image-owned-go-toolchain.md#DI-fudok	Use the module directive `go 1.23`, not `go 1.23.0`.
hibav	DI	DI-019-20260510-114103	DI-hibav	TODO/019-image-owned-go-toolchain.md#DI-019-20260510-114103	TODO/TODO-vimoj-image-owned-go-toolchain.md#DI-hibav	Expose the image-owned Go 1.23 toolchain through `/usr/local/bin/go` and `/usr/local/bin/gofmt` symlinks in decomk-owned Dockerfiles.
mogov	DI	DI-019-20260513-221053	DI-mogov	TODO/019-image-owned-go-toolchain.md#DI-019-20260513-221053	TODO/TODO-vimoj-image-owned-go-toolchain.md#DI-mogov	Close TODO 019 as decomk-side provenance only; move ongoing production image toolchain policy ownership to the `decomk-conf-cswg` repo.
